,Unnamed: 0,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,week,country
1325,125,126,spotify:track:25FTMokYEbEWHEdss5JLZS,Wheatus,Teenage Dirtbag,Columbia,72,112,36,652599,7,United Kingdom
1326,126,127,spotify:track:2xxb5zW09uwbgyLprALi9E,Drake,RAINING IN HOUSTON,OVO Sound,127,-1,1,650664,7,United Kingdom
1327,127,128,spotify:track:5TTGoX70AFrTvuEtqHK37S,Arctic Monkeys,No. 1 Party Anthem,Domino Recording Co,71,89,13,645372,7,United Kingdom
1328,128,129,spotify:track:102YUQbYmwdBXS7jwamI90,Sabrina Carpenter,Good Graces,Island Records,10,-1,15,644880,7,United Kingdom
1329,129,130,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,19,113,224,641851,7,United Kingdom
1330,130,131,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,Sony Music CG,11,117,60,641603,7,United Kingdom
1331,131,132,spotify:track:4PMqSO5qyjpvzhlLI5GnID,SZA,Good Days,Top Dawg Entertainment/RCA Records,4,-1,37,641576,7,United Kingdom
1332,132,133,spotify:track:1XBYiRV30ykHw5f4wm6qEn,The Kid LAROI,NIGHTS LIKE THIS,Columbia,28,83,36,640275,7,United Kingdom
1333,133,134,spotify:track:456WNXWhDwYOSf5SpTuqxd,Florence + The Machine,Dog Days Are Over,Universal-Island Records Ltd.,21,93,142,639829,7,United Kingdom
1334,134,135,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,Ariana Grande,we can't be friends (wait for your love),Republic Records,4,106,50,638586,7,United Kingdom
1335,135,136,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,Ministry of Sound Recordings,4,95,80,637731,7,United Kingdom
1336,136,137,spotify:track:4nyF5lmSziBAt7ESAUjpbx,Gracie Abrams,"I miss you, I’m sorry","Gracie Abrams, under exclusive license to Interscope Records",48,85,28,636512,7,United Kingdom
1337,137,138,spotify:track:78O33U6jbQtNiNfbkZudpd,"Lil Wayne, Drake",She Will,CM/Republic,138,164,2,634910,7,United Kingdom
1338,138,139,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,SZA,Nobody Gets Me,Top Dawg Entertainment/RCA Records,31,129,33,630747,7,United Kingdom
1339,139,140,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,ITNO/Columbia,14,116,210,630564,7,United Kingdom
1340,140,141,spotify:track:254bXAqt3zP6P50BdQvEsq,Fleetwood Mac,Everywhere - 2017 Remaster,Rhino/Warner Records,47,119,307,629981,7,United Kingdom
1341,141,142,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,Frank Ocean,White Ferrari,Boys Don't Cry,90,90,17,628417,7,United Kingdom
1342,142,143,spotify:track:3Fzlg5r1IjhLk2qRw667od,Toploader,Dancing in the Moonlight,Sony Soho Square,60,139,284,626014,7,United Kingdom
1343,143,144,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,XL Recordings,90,111,50,621847,7,United Kingdom
1344,144,145,spotify:track:0TwBtDAWpkpM3srywFVOV5,"Beyoncé, JAY-Z",Crazy In Love (feat. JAY-Z),Columbia,102,140,31,620558,7,United Kingdom
1345,145,146,spotify:track:3qaSqrrevBrb84xl5JlptU,Stereophonics,Dakota,UMC (Universal Music Catalogue),146,-1,33,617846,7,United Kingdom
1346,146,147,spotify:track:7GaFYUqP2WdR4KTPk7cXoP,Mario,Let Me Love You,J Records,123,146,11,612341,7,United Kingdom
1347,147,148,spotify:track:3Y1EvIgEVw51XtgNEgpz5c,Charli xcx,Von dutch,Atlantic Records,60,123,15,612245,7,United Kingdom
1348,148,149,spotify:track:2vjFTjmvpFjFM01cNdG2ik,"PARTYNEXTDOOR, Drake",LASERS,OVO Sound,149,-1,1,609831,7,United Kingdom
1349,149,150,spotify:track:5VGlqQANWDKJFl0MBG3sg2,Kings of Leon,Use Somebody,RCA/Legacy,122,147,26,607631,7,United Kingdom
1350,150,151,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,The Cranberries,Linger,Island Records,41,114,56,603897,7,United Kingdom
1351,151,152,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,"Kanye West, Syleena Johnson",All Falls Down,Roc-A-Fella,93,135,48,599788,7,United Kingdom
1352,152,153,spotify:track:7FwBtcecmlpc1sLySPXeGE,Bruce Springsteen,Dancing In the Dark,Columbia,79,150,37,599666,7,United Kingdom
1353,153,154,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,3,124,102,598919,7,United Kingdom
1354,154,155,spotify:track:0eaVIYo2zeOaGJeqZ5TwYz,Don Toliver,No Pole,Cactus Jack / Atlantic,78,120,10,593902,7,United Kingdom
1355,155,156,spotify:track:2gam98EZKrF9XuOkU13ApN,"Nelly Furtado, Timbaland",Promiscuous,Mosley / Geffen,93,134,100,588996,7,United Kingdom
1356,156,157,spotify:track:5e9TFTbltYBg2xThimr0rU,Fleetwood Mac,The Chain - 2004 Remaster,Rhino/Warner Records,74,125,229,587490,7,United Kingdom
1357,157,158,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,UMC (Universal Music Catalogue),37,136,167,586082,7,United Kingdom
1358,158,159,spotify:track:789CxjEOtO76BVD1A9yJQH,"Rihanna, Mikky Ekko",Stay,Def Jam Recordings,79,128,49,585682,7,United Kingdom
1359,159,160,spotify:track:6nrSo5ZWhsai0oeX257rRF,"Sabrina Carpenter, Dolly Parton",Please Please Please (feat. Dolly Parton),Island Records,160,-1,1,581639,7,United Kingdom
1360,160,161,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,The Fray,How to Save a Life,Epic,161,194,10,578996,7,United Kingdom
1361,161,162,spotify:track:1KGi9sZVMeszgZOWivFpxs,TLC,No Scrubs,Arista/LaFace Records,72,175,101,577553,7,United Kingdom
1362,162,163,spotify:track:2tudvzsrR56uom6smgOcSf,"Future, Metro Boomin, Kendrick Lamar",Like That,Wilburn Holding Co./Boominati/Epic/Republic,7,154,21,577237,7,United Kingdom
1363,163,164,spotify:track:244AvzGQ4Ksa5637JQu5Gy,Florence + The Machine,You've Got The Love,Universal-Island Records Ltd.,71,152,130,573061,7,United Kingdom
1364,164,165,spotify:track:315aBOUD3xtj7sUMXtRgMV,Benson Boone,In The Stars,"Night Street Records, Inc./Warner Records Inc.",24,143,38,571228,7,United Kingdom
1365,165,166,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,Roc Nation Records LLC,38,157,203,569382,7,United Kingdom
1366,166,167,spotify:track:59nOXPmaKlBfGMDeOVGrIK,"Future, Drake, Tems",WAIT FOR U (feat. Drake & Tems),Epic/Freebandz,5,195,100,568649,7,United Kingdom
1367,167,168,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,Aftermath,40,166,176,567789,7,United Kingdom
1368,168,169,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,99,159,164,567391,7,United Kingdom
1369,169,170,spotify:track:19RybK6XDbAVpcdxSbZL1o,Charli xcx,Apple,Atlantic Records,12,138,31,567377,7,United Kingdom
1370,170,171,spotify:track:629DixmZGHc7ILtEntuiWE,Billie Eilish,LUNCH,Darkroom/Interscope Records,2,102,33,567089,7,United Kingdom
1371,171,172,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,Disruptor Records/Columbia,3,170,91,566998,7,United Kingdom
1372,172,173,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,Cash Money Records/Young Money Ent./Universal Rec.,15,-1,293,566046,7,United Kingdom
1373,173,174,spotify:track:6MzofobZt2dm0Kf1hTThFz,Addison Rae,Diet Pepsi,Columbia,22,178,25,565271,7,United Kingdom
1374,174,175,spotify:track:040I32EKLxQrkuxQu1pqvT,SZA,Saturn,Top Dawg Entertainment/RCA Records,22,168,28,562650,7,United Kingdom
1375,175,176,spotify:track:4sNG6zQBmtq7M8aeeKJRMQ,Declan McKenna,Brazil,Tomplicated,59,144,120,562038,7,United Kingdom
1376,176,177,spotify:track:6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,TV Girl,90,185,82,561788,7,United Kingdom
1377,177,178,spotify:track:7e8utCy2JlSB8dRHKi49xM,Arctic Monkeys,Fluorescent Adolescent,Domino Recording Co,40,167,263,560052,7,United Kingdom
1378,178,179,spotify:track:5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,She's Always a Woman,Columbia/Legacy,179,-1,1,559134,7,United Kingdom
1379,179,180,spotify:track:6CltzquypraYIlWFp48m1O,Sam Fender,Hypersonic Missiles,Polydor Records,66,-1,59,557537,7,United Kingdom
1380,180,181,spotify:track:2374M0fQpWi3dLnB54qaLX,TOTO,Africa,Columbia,85,133,198,555854,7,United Kingdom
1381,181,182,spotify:track:3Tgv4rvWBVwnbmUTlJwzk0,Hozier,Do I Wanna Know? - Live At the BBC,Universal-Island Records Ltd.,29,149,6,555668,7,United Kingdom
1382,182,183,spotify:track:1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom,Republic Records,5,-1,75,554404,7,United Kingdom
1383,183,184,spotify:track:3B54sVLJ402zGa6Xm4YGNe,"French Montana, Swae Lee",Unforgettable,Bad Boy Entertainment/Epic Records,2,127,164,554285,7,United Kingdom
1384,184,185,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,68,161,33,553425,7,United Kingdom
1385,185,186,spotify:track:5AJ9hqTS2wcFQCELCFRO7A,Tommy Richman,MILLION DOLLAR BABY,PULSE Records,2,145,39,553292,7,United Kingdom
1386,186,187,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,22,158,46,547530,7,United Kingdom
1387,187,188,spotify:track:0AIpGG5dxEgnAymhdJRSZ0,Blood Orange,Champagne Coast,Domino Recording Co,160,-1,3,547119,7,United Kingdom
1388,188,189,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,Olivia Rodrigo PS,2,156,79,546424,7,United Kingdom
1389,189,190,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,193,119,545822,7,United Kingdom
1390,190,191,spotify:track:1BJJbSX6muJVF2AK7uH1x4,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",Move,Keinemusik,20,169,33,545599,7,United Kingdom
1391,191,192,spotify:track:2dKkVF2m160z0RNDN2dddc,Doechii,NISSAN ALTIMA,Top Dawg Entertainment/Capitol Records,91,91,3,543406,7,United Kingdom
1392,192,193,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,The Kooks,She Moves In Her Own Way,Virgin Records,83,-1,241,543364,7,United Kingdom
1393,193,194,spotify:track:2ENexcMEMsYk0rVJigVD3i,Rihanna,Only Girl (In The World),Def Jam Recordings,138,-1,18,542956,7,United Kingdom
1394,194,195,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,Aftermath,85,197,183,540885,7,United Kingdom
1395,195,196,spotify:track:4wH4dJgrsxONID6KS2tDQM,Nelly Furtado,Maneater,Mosley / Geffen,140,173,12,540135,7,United Kingdom
1396,196,197,spotify:track:3wPPWcVuinAU7dXcJXtCID,"Naughty Boy, Sam Smith",La La La,Virgin Records Ltd,41,165,8,539030,7,United Kingdom
1397,197,198,spotify:track:5qqabIl2vWzo9ApSC317sa,Oasis,Wonderwall - Remastered,Big Brother Recordings Ltd,15,184,410,538896,7,United Kingdom
1398,198,199,spotify:track:1NaSrCqTnZdlusQ82SJhGN,GIVĒON,TWENTIES,Epic,118,118,2,538667,7,United Kingdom
1399,199,200,spotify:track:4WFgvKVfEhb3IUAFGrutTR,Ravyn Lenae,Love Me Not,Atlantic Records,200,-1,1,538367,7,United Kingdom
1400,0,1,spotify:track:35ISBknsCeZQtq66xABI9g,Lola Young,Messy,Universal-Island Records Ltd.,1,2,15,2835759,8,United Kingdom
1401,1,2,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Kendrick Lamar,Not Like Us,"Kendrick Lamar, under exclusive license to Interscope Records",1,1,42,2791503,8,United Kingdom
1402,2,3,spotify:track:7ne4VBA60CxGM75vw0EYad,Gracie Abrams,That’s So True,"Gracie Abrams, under exclusive license to Interscope Records",1,4,19,2677363,8,United Kingdom
1403,3,4,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,4,6,19,2417582,8,United Kingdom
1404,4,5,spotify:track:6393yGahSJ9slVdOwSxOVR,Chappell Roan,Pink Pony Club,Chappell Roan PS/ Island,5,8,36,2413699,8,United Kingdom
1405,5,6,spotify:track:2plbrEY59IikOBgBGLjaoe,"Lady Gaga, Bruno Mars",Die With A Smile,Interscope,3,7,28,2287592,8,United Kingdom
